OBJECTID,ZCTA5CE10,Zip,PopOver5,EngOnly,Spanish,Indo_Euro,Asian,Other,PovPop,Under50,Under100,Under130,Under200,Ineligible,Adj_Denom,CalFresh,PRI_Code,Elig_Non_R
562,96133,96133,202,22,180,0,0,0,202,0,166,172.64,180,0,0,0,No Data,0
635,91706,91706,72604,13084,47674,302,11491,53,77107,4022,12283,18684.64,35103,5103.26138,13581.37862,10038,50.0 - 79.9,3543.37862
678,92203,92203,28039,18297,8567,476,514,185,29675,1170,3238,4563.52,8857,418.41528,4145.10472,1694,25.0 - 49.9,2451.10472
16,95829,95829,25006,15061,2816,2589,4313,227,26456,1773,3153,4215.12,8020,803.42996,3411.69004,2498,50.0 - 79.9,913.69004
261,94621,94621,29903,11441,16884,216,841,521,33210,4934,11498,14697.28,22312,3891.73262,10805.54738,8577,50.0 - 79.9,2228.54738
274,94804,94804,38688,19282,13696,1498,3727,485,41460,3361,7188,11327.68,19153,2347.20498,8980.47502,5289,50.0 - 79.9,3691.47502
654,91748,91748,44142,11019,8931,822,23271,99,46467,2303,5773,8921.12,14698,1940.2481,6980.8719,2281,25.0 - 49.9,4699.8719
79,94541,94541,60578,29087,21659,2276,7096,460,64186,4568,10335,13882.96,22142,3598.55136,10284.40864,6920,50.0 - 79.9,3364.40864
907,95231,95231,4602,2347,2033,50,165,7,3154,395,747,1068.08,1870,182.04394,886.03606,686,50.0 - 79.9,200.03606
929,92595,92595,29552,20455,7263,506,1183,145,31335,1553,4306,5278,9583,686.68062,4591.31938,3031,50.0 - 79.9,1560.31938
881,92563,92563,55653,41461,8232,1278,4127,555,59326,2235,4605,6481.28,11947,831.2368,5650.0432,3618,50.0 - 79.9,2032.0432
428,93111,93111,17609,13116,3011,706,724,52,18186,516,1147,1357.2,2847,212.66242,1144.53758,551,25.0 - 49.9,593.53758
980,92677,92677,61829,47435,5457,4744,3535,658,65408,1960,4700,5813.6,9776,815.2901,4998.3099,1858,25.0 - 49.9,3140.3099
939,92618,92618,27112,14060,1206,3128,7059,1659,29294,2407,3211,3745.04,4548,239.70106,3505.33894,645,0 - 24.9,2860.33894
220,96038,96038,546,542,0,0,0,4,585,63,87,115.44,248,34.72092,80.71908,128,Over 100 (Data Error),0
143,94568,94568,47626,29314,2606,6124,8925,657,48277,1104,2090,2941.12,4776,505.78302,2435.33698,1056,25.0 - 49.9,1379.33698
273,94803,94803,24332,15143,3587,1818,3399,385,25195,884,2021,3100.24,5593,445.55692,2654.68308,1444,50.0 - 79.9,1210.68308
308,93003,93003,47692,36123,8320,1693,1350,206,49761,2532,4445,6250.4,11022,646.37124,5604.02876,3961,50.0 - 79.9,1643.02876
909,95233,95233,529,520,9,0,0,0,583,53,84,87.36,145,2.76,84.6,27,25.0 - 49.9,57.6
310,93010,93010,41620,30927,7377,918,2262,136,44077,1253,3135,5076.24,9185,456.89988,4619.34012,2279,25.0 - 49.9,2340.34012
124,94546,94546,40289,27926,4035,2156,5619,553,42946,1344,3024,4667.52,9071,722.93588,3944.58412,1967,25.0 - 49.9,1977.58412
770,95722,95722,4494,4397,29,36,20,12,4636,115,194,360.88,862,31.04346,329.83654,153,25.0 - 49.9,176.83654
986,92692,92692,46464,35673,3714,3612,2914,551,48745,891,2140,3224,5628,480.87496,2743.12504,1161,25.0 - 49.9,1582.12504
704,91910,91910,71258,31588,33229,1228,4836,377,75215,4948,12025,16365.44,26971,2796.94014,13568.49986,8121,50.0 - 79.9,5447.49986
344,93042,93042,104,82,22,0,0,0,0,0,0,0,0,0,0,0,No Data,0
655,92130,92130,48531,29457,3069,5586,9632,787,51723,2007,2897,4089.28,6115,339.34398,3749.93602,768,0 - 24.9,2981.93602
769,95721,95721,13,13,0,0,0,0,13,0,0,0,0,0,0,0,No Data,0
305,92886,92886,47168,36056,3181,1987,5571,373,49413,979,2053,3140.8,6506,345.65748,2795.14252,1229,25.0 - 49.9,1566.14252
423,93103,93103,19688,10400,8418,617,163,90,20698,1274,2902,3944.72,7296,913.59262,3031.12738,1437,25.0 - 49.9,1594.12738
800,95065,95065,8098,6132,1569,182,132,83,8484,362,611,780,1645,177.37794,602.62206,510,80.0 - 100.0,92.62206
246,92807,92807,33602,23046,4816,2057,3314,369,35170,598,1655,2264.08,4654,436.51422,1827.56578,1395,50.0 - 79.9,432.56578
338,93030,93030,55933,15910,36287,253,3001,482,59854,3529,11082,15406.56,26826,4711.2779,10695.2821,10603,80.0 - 100.0,92.2821
26,94304,94304,3406,2014,203,530,534,125,3486,201,227,314.08,427,10.61646,303.46354,13,0 - 24.9,290.46354
76,94536,94536,67173,32808,5996,9896,17758,715,72398,2122,5077,7455.76,11627,1166.81318,6288.94682,2490,25.0 - 49.9,3798.94682
69,94526,94526,30495,26068,912,1805,1469,241,32190,764,1083,1295.84,2293,86.12222,1209.71778,174,0 - 24.9,1035.71778
427,93110,93110,16170,11962,2742,789,555,122,15706,759,1668,2425.28,3921,296.32762,2128.95238,1165,50.0 - 79.9,963.95238
955,95251,95251,515,487,28,0,0,0,538,11,37,47.84,202,8.28,39.56,73,Over 100 (Data Error),0
864,92509,92509,74164,31600,40331,979,1189,65,79564,5594,15244,19872.32,33581,4354.22086,15518.09914,11234,50.0 - 79.9,4284.09914
350,91006,91006,30748,12688,2694,791,14419,156,32005,1429,2923,3863.6,6274,511.8875,3351.7125,729,0 - 24.9,2622.7125
413,91320,91320,43061,32239,5347,2233,2886,356,45271,803,2293,3976.96,6357,639.58946,3337.37054,1459,25.0 - 49.9,1878.37054
786,95035,95035,68896,21883,6187,6520,33689,617,71657,3219,6120,7938.32,13750,1598.8931,6339.4269,3031,25.0 - 49.9,3308.4269
743,94970,94970,643,624,0,0,0,19,675,36,42,43.68,111,5.70946,37.97054,23,50.0 - 79.9,14.97054
715,91941,91941,30847,23645,4067,1111,819,1205,32904,1361,3741,5359.12,8529,541.78828,4817.33172,1996,25.0 - 49.9,2821.33172
656,92131,92131,32124,22957,1398,2089,5294,386,34234,616,1320,1691.04,3012,195.66214,1495.37786,417,25.0 - 49.9,1078.37786
782,92374,92374,38825,27453,7561,1114,2196,501,39540,3154,6597,8400.08,13048,1232.51276,7167.56724,6260,80.0 - 100.0,907.56724
750,95005,95005,6636,6078,324,112,122,0,7011,456,646,739.44,1203,65.34076,674.09924,385,50.0 - 79.9,289.09924
133,94556,94556,15366,12222,317,1145,1609,73,15257,442,676,812.24,1191,33.61946,778.62054,47,0 - 24.9,731.62054
994,95765,95765,35006,28563,2449,1718,1985,291,36620,1593,2395,3060.72,5598,209.75152,2850.96848,963,25.0 - 49.9,1887.96848
48,95903,95903,1471,1338,56,23,54,0,1085,92,140,203.84,400,0,0,0,No Data,0
671,91765,91765,45348,19270,4644,2193,18281,960,47399,1233,2772,4222.4,8933,838.55872,3383.84128,970,25.0 - 49.9,2413.84128
711,91931,91931,411,382,29,0,0,0,474,24,201,209.04,291,13.421,195.619,114,50.0 - 79.9,81.619
745,94972,94972,20,20,0,0,0,0,20,0,0,0,10,5.19346,-5.19346,30,Below Zero (Data Error),0
187,94577,94577,44888,23452,9662,1654,9652,468,46704,1823,4997,7475.52,14119,2162.30626,5313.21374,3394,50.0 - 79.9,1919.21374
332,94949,94949,16077,11698,2519,945,719,196,16825,434,2029,2260.96,3820,408.58154,1852.37846,906,25.0 - 49.9,946.37846
839,95127,95127,62358,19924,28657,1792,11967,18,65825,3464,7744,11343.28,21216,3553.91746,7789.36254,6245,80.0 - 100.0,1544.36254
863,92508,92508,36058,25766,6660,1003,2086,543,38192,1236,2838,3432,6619,438.17224,2993.82776,1590,50.0 - 79.9,1403.82776
882,92567,92567,9468,5130,4046,25,254,13,10125,914,2488,3115.84,4560,404.70526,2711.13474,1316,25.0 - 49.9,1395.13474
568,96141,96141,458,399,2,47,8,2,464,22,44,68.64,94,2.252,66.388,32,25.0 - 49.9,34.388
636,91708,91708,2698,1692,408,26,543,29,1303,0,51,53.04,149,124.69844,-71.65844,457,Below Zero (Data Error),0
141,94566,94566,42215,30463,2298,2895,6124,435,43553,1146,1861,2370.16,4289,408.76806,1961.39194,598,25.0 - 49.9,1363.39194
57,94512,94512,96,96,0,0,0,0,96,0,0,0,0,0,0,0,No Data,0
927,92591,92591,37914,30028,5068,937,1795,86,40285,1378,3822,5686.72,10506,536.31064,5150.40936,2784,50.0 - 79.9,2366.40936
197,94589,94589,28345,15621,6769,459,5281,215,30165,2468,5437,7177.04,11630,1176.27584,6000.76416,4112,50.0 - 79.9,1888.76416
334,94951,94951,4262,3412,682,136,32,0,4457,83,379,480.48,697,47.43976,433.04024,136,25.0 - 49.9,297.04024
992,95758,95758,59515,39064,4966,4899,9792,794,63579,3538,7497,9884.16,15612,1331.48822,8552.67178,5181,50.0 - 79.9,3371.67178
123,94545,94545,30351,13253,6673,1902,8232,291,31808,1039,2603,3806.4,7976,1006.51812,2799.88188,2238,50.0 - 79.9,561.88188
862,92507,92507,53984,29218,18728,1289,4068,681,51542,8626,15544,19246.24,27278,2812.72372,16433.51628,8269,50.0 - 79.9,8164.51628
749,95004,95004,3519,2222,994,247,45,11,3835,221,301,375.44,980,72.5949,302.8451,205,50.0 - 79.9,97.8451
77,94538,94538,61951,24288,8764,10496,17885,518,65903,2079,3737,5415.28,11200,1463.00942,3952.27058,3436,80.0 - 100.0,516.27058
341,93036,93036,42832,16792,22870,319,2255,596,46050,1820,6280,9592.96,16786,2254.96956,7337.99044,5682,50.0 - 79.9,1655.99044
923,92585,92585,20136,13335,6003,291,436,71,21560,1211,3396,4552.08,7963,590.68062,3961.39938,2069,50.0 - 79.9,1892.39938
983,92683,92683,87578,31027,16076,1681,37882,912,91242,5729,16343,22469.2,38278,5244.73822,17224.46178,11822,50.0 - 79.9,5402.46178
376,90731,90731,56950,31178,21174,2346,1836,416,59868,5174,12306,16703.44,24815,2854.10406,13849.33594,6176,25.0 - 49.9,7673.33594
884,92571,92571,50242,19615,28464,457,1262,444,53673,3792,11807,15849.6,27279,2523.41394,13326.18606,9577,50.0 - 79.9,3749.18606
855,92410,92410,44091,14936,27964,181,913,97,48247,9984,21982,27619.28,36279,5944.14176,21675.13824,18202,80.0 - 100.0,3473.13824
199,94591,94591,51568,33141,6343,1101,10559,424,54093,2664,5719,8022.56,15089,1211.47554,6811.08446,4976,50.0 - 79.9,1835.08446
65,94520,94520,36174,15827,15235,1566,3026,520,39323,3079,7272,11380.72,18601,2678.68042,8702.03958,3844,25.0 - 49.9,4858.03958
35,94503,94503,19024,9928,4173,770,4066,87,20326,600,1972,2656.16,4636,445.47496,2210.68504,1319,50.0 - 79.9,891.68504
192,94583,94583,32941,22090,1596,3758,4775,722,35067,715,1274,1757.6,2865,157.34914,1600.25086,323,0 - 24.9,1277.25086
861,92506,92506,43653,35469,6123,1116,808,137,45571,3040,6411,7706.4,10700,760.5483,6945.8517,3056,25.0 - 49.9,3889.8517
137,94561,94561,37563,25643,8982,1073,1454,411,39979,1648,3469,5242.64,10188,863.3487,4379.2913,3235,50.0 - 79.9,1144.2913
744,94971,94971,378,304,52,22,0,0,378,29,29,36.4,127,7.68292,28.71708,37,Over 100 (Data Error),0
901,95224,95224,228,228,0,0,0,0,228,58,66,78,145,7.176,70.824,54,50.0 - 79.9,16.824
981,92678,92678,520,419,80,10,11,0,506,16,16,65.52,145,6.184,59.336,27,25.0 - 49.9,32.336
788,95039,95039,1211,447,695,23,25,21,1252,104,137,307.84,726,83.28304,224.55696,186,80.0 - 100.0,38.55696
734,95703,95703,812,699,37,19,51,6,829,83,123,146.64,211,26.68092,119.95908,118,80.0 - 100.0,1.95908
984,92688,92688,41969,31599,5359,1349,3086,576,45070,1204,2376,3533.92,7425,500.03956,3033.88044,1215,25.0 - 49.9,1818.88044
572,96146,96146,928,836,58,17,17,0,968,56,79,137.28,206,5.45446,131.82554,33,25.0 - 49.9,98.82554
783,95030,95030,12964,10728,478,983,694,81,13436,373,536,587.6,944,33.35446,554.24554,70,0 - 24.9,484.24554
667,91761,91761,55992,23499,28844,676,2715,258,59628,2544,7817,11561.68,22095,2542.98302,9018.69698,8292,80.0 - 100.0,726.69698
849,95138,95138,18579,9017,1523,1984,5772,283,19503,302,763,1181.44,1902,262.37696,919.06304,735,50.0 - 79.9,184.06304
280,94904,94904,12009,10188,585,888,261,87,12367,442,773,917.28,1609,74.49982,842.78018,202,0 - 24.9,640.78018
296,92867,92867,41842,25188,11593,1711,2789,561,42432,3372,5870,8129.68,12521,2015.74596,6113.93404,3360,50.0 - 79.9,2753.93404
331,94947,94947,24897,19381,3202,1292,990,32,26001,684,1343,1940.64,5582,371.18894,1569.45106,1020,50.0 - 79.9,549.45106
83,95919,95919,1161,1112,0,34,15,0,1184,18,149,255.84,359,65.28076,190.55924,192,Over 100 (Data Error),0
680,92211,92211,23983,20581,1922,797,548,135,24565,1229,2096,2805.92,5595,186.40304,2619.51696,967,25.0 - 49.9,1652.51696
637,91709,91709,73036,42194,10627,2563,16410,1242,77005,2636,5180,6614.4,13010,999.81754,5614.58246,2471,25.0 - 49.9,3143.58246
279,94903,94903,29641,21923,3453,2446,1506,313,30281,987,2349,2835.04,5003,417.91078,2417.12922,907,25.0 - 49.9,1510.12922
38,94507,94507,15494,13893,454,700,363,84,16186,223,363,499.2,823,36.49984,462.70016,51,0 - 24.9,411.70016
509,96063,96063,172,165,2,5,0,0,188,0,14,14.56,41,0,0,0,No Data,0
780,92372,92372,5582,4395,1079,0,108,0,5763,699,883,1422.72,1889,138.42612,1284.29388,812,50.0 - 79.9,472.29388
638,91710,91710,81587,47122,25794,1571,6515,585,73487,3230,8557,10663.12,20312,2515.40154,8147.71846,6825,80.0 - 100.0,1322.71846
792,95046,95046,6058,3858,1636,318,238,8,6265,342,570,775.84,1294,260.36484,515.47516,682,Over 100 (Data Error),0
777,95746,95746,22670,20682,545,833,596,14,23608,240,711,1014,2003,92.16584,921.83416,378,25.0 - 49.9,543.83416
37,94506,94506,23132,16887,712,2610,2683,240,24286,400,741,840.32,1631,59.928,780.392,106,0 - 24.9,674.392
303,92882,92882,66074,36567,21507,3140,3590,1270,70642,3372,10143,14386.32,23204,2564.95678,11821.36322,6467,50.0 - 79.9,5354.36322
694,91789,91789,42220,15920,5212,1037,19806,245,43500,1695,3121,4349.28,8550,860.6435,3488.6365,916,25.0 - 49.9,2572.6365
801,95066,95066,14827,12913,697,531,686,0,15470,519,805,1064.96,2025,95.25152,969.70848,521,50.0 - 79.9,448.70848
591,93437,93437,2804,2359,312,34,99,0,3069,55,167,330.72,1018,3.268,327.452,69,0 - 24.9,258.452
327,94940,94940,223,223,0,0,0,0,223,0,26,47.84,62,0,0,0,No Data,0
820,92398,92398,1447,1359,33,17,0,38,1588,398,511,722.8,857,73.96306,648.83694,417,50.0 - 79.9,231.83694
78,94539,94539,49758,17158,829,9857,21689,225,52108,945,1654,2292.16,4167,427.51398,1864.64602,616,25.0 - 49.9,1248.64602
537,96106,96106,223,162,9,52,0,0,223,0,0,0,20,2.629,-2.629,17,Below Zero (Data Error),0
688,91773,91773,32388,22851,4955,769,2993,820,33600,1296,2559,3739.84,6332,601.32162,3138.51838,1484,25.0 - 49.9,1654.51838
260,94619,94619,23039,15116,3364,580,3612,367,23991,1270,2496,3518.32,6441,803.1346,2715.1854,2039,50.0 - 79.9,676.1854
810,92382,92382,4733,4494,158,41,40,0,4989,344,599,802.88,1524,75.85614,727.02386,609,80.0 - 100.0,118.02386
138,94563,94563,18113,15048,341,1276,1424,24,18759,162,484,744.64,1138,60.422,684.218,92,0 - 24.9,592.218
343,93041,93041,22313,11586,9196,240,1203,88,22985,1319,3256,4127.76,7452,832.67738,3295.08262,3035,80.0 - 100.0,260.08262
54,94509,94509,60349,40262,14930,1946,2836,375,63688,4466,11111,15184,24391,3184.68758,11999.31242,11388,80.0 - 100.0,611.31242
569,96142,96142,739,694,16,5,9,15,741,15,54,65.52,158,3.712,61.808,28,25.0 - 49.9,33.808
93,95935,95935,543,525,18,0,0,0,654,55,176,227.76,334,40.38384,187.37616,123,50.0 - 79.9,64.37616
668,91762,91762,53645,22522,28291,502,2134,196,57937,4244,10463,15367.04,27663,3728.02326,11639.01674,9196,50.0 - 79.9,2443.01674
66,94521,94521,39533,30959,3356,2235,2630,353,41712,1721,2795,4214.08,7890,530.6623,3683.4177,1496,25.0 - 49.9,2187.4177
904,95227,95227,805,456,328,6,15,0,805,0,209,217.36,266,13.34738,204.01262,47,0 - 24.9,157.01262
921,92583,92583,29674,17154,11527,351,522,120,31771,2754,6823,10359.44,16417,1752.38798,8607.05202,7440,80.0 - 100.0,1167.05202
721,91963,91963,956,438,518,0,0,0,988,53,207,400.4,516,60.42676,339.97324,385,Over 100 (Data Error),0
816,92392,92392,52957,37500,13466,447,1197,347,57024,4595,10388,14207.44,21630,2578.84394,11628.59606,16450,Over 100 (Data Error),0
774,95735,95735,27,27,0,0,0,0,27,6,22,22.88,22,0,22.88,14,50.0 - 79.9,8.88
278,94901,94901,39408,23887,12516,1566,1286,153,41343,2558,6488,9153.04,14246,2697.20824,6455.83176,3092,25.0 - 49.9,3363.83176
895,95212,95212,24267,11350,3902,2997,6018,0,25995,1023,2093,3219.84,6288,860.14432,2359.69568,3323,Over 100 (Data Error),0
167,96002,96002,31416,27798,1942,617,1014,45,32461,2642,5286,7980.96,13286,1361.18244,6619.77756,4919,50.0 - 79.9,1700.77756
713,91934,91934,259,121,111,0,27,0,274,58,58,60.32,111,36.48138,23.83862,181,Over 100 (Data Error),0
425,93108,93108,11004,9536,690,573,192,13,10232,263,676,797.68,1499,29.33738,768.34262,80,0 - 24.9,688.34262
605,93458,93458,50949,11690,36612,213,1722,712,56101,4446,13544,20683.52,33728,7655.50426,13028.01574,10244,50.0 - 79.9,2784.01574
620,93522,93522,35,22,0,13,0,0,35,0,0,13.52,22,0,0,0,No Data,0
204,94598,94598,25924,19636,1170,2609,2371,138,26855,620,972,1355.12,2480,132.33992,1222.78008,180,0 - 24.9,1042.78008
648,91739,91739,36370,22246,7385,1914,4031,794,38657,765,1641,2225.6,4419,503.17222,1722.42778,1957,Over 100 (Data Error),0
966,95307,95307,39441,18580,17554,2004,833,470,42533,2961,7237,11545.04,20198,2732.5556,8812.4844,8211,80.0 - 100.0,601.4844
108,95951,95951,2747,659,1928,45,115,0,3009,410,700,1004.64,1581,190.3921,814.2479,377,25.0 - 49.9,437.2479
803,95073,95073,10910,9109,1360,321,56,64,11352,685,1560,1805.44,2921,144.35812,1661.08188,644,25.0 - 49.9,1017.08188
870,92543,92543,34064,22193,11147,321,316,87,36524,4957,11713,15480.4,24011,2357.91016,13122.48984,10691,80.0 - 100.0,2431.48984
718,91948,91948,13,13,0,0,0,0,13,0,0,0,0,0,0,0,No Data,0
228,96049,96049,28,28,0,0,0,0,28,0,0,0,3,209.98068,-209.98068,757,Below Zero (Data Error),0
256,94611,94611,36157,29597,1377,1809,2885,489,37609,1182,2822,3474.64,4837,470.6704,3003.9696,627,0 - 24.9,2376.9696
405,91301,91301,24838,19897,1927,1785,758,471,25901,662,1415,1910.48,3321,172.19582,1738.28418,372,0 - 24.9,1366.28418
763,95709,95709,4879,4680,103,69,27,0,5096,186,405,599.04,1288,93.64482,505.39518,413,80.0 - 100.0,92.39518
823,92404,92404,53353,29740,21369,306,1547,391,57093,7883,17996,24427.52,35041,4631.9486,19795.5714,20106,Over 100 (Data Error),0
41,95837,95837,340,273,43,0,24,0,340,2,4,6.24,38,0,0,0,No Data,0
321,94930,94930,8412,7573,365,360,102,12,8739,261,516,583.44,1037,47.21468,536.22532,268,25.0 - 49.9,268.22532
195,94587,94587,68627,26373,9636,10138,22048,432,73285,2509,5792,8090.16,15570,1753.24082,6336.91918,3902,50.0 - 79.9,2434.91918
484,93277,93277,48120,35179,11008,665,1083,185,52097,3111,9118,13089.44,20356,2162.75284,10926.68716,10594,80.0 - 100.0,332.68716
677,92201,92201,59726,22418,35757,690,697,164,63529,5676,14292,19547.84,32032,3747.751,15800.089,12494,50.0 - 79.9,3306.089
952,92651,92651,23723,20594,1073,1258,770,28,24526,1037,1762,2139.28,3494,148.87536,1990.40464,509,25.0 - 49.9,1481.40464
329,94945,94945,17775,13018,3325,774,506,152,19082,754,1531,1850.16,3740,366.4947,1483.6653,793,50.0 - 79.9,690.6653
776,95742,95742,9406,6112,724,693,1812,65,10480,363,846,1106.56,1762,136.72168,969.83832,438,25.0 - 49.9,531.83832
847,95135,95135,21071,10177,1233,2179,7358,124,21893,745,1025,1187.68,1690,197.22768,990.45232,294,25.0 - 49.9,696.45232
1000,95314,95314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,0
778,95747,95747,57703,47264,2621,3934,3401,483,61602,2017,3839,5227.04,9500,565.94944,4661.09056,1996,25.0 - 49.9,2665.09056
92,95934,95934,335,335,0,0,0,0,367,52,61,161.2,215,3.258,157.942,37,0 - 24.9,120.942
417,93063,93063,53941,40956,6914,2661,2748,662,56338,1710,4250,6334.64,11623,647.49014,5687.14986,2934,50.0 - 79.9,2753.14986
471,93260,93260,197,188,9,0,0,0,199,2,47,48.88,73,1.006,47.874,16,25.0 - 49.9,31.874
51,95914,95914,632,622,10,0,0,0,649,112,230,281.84,298,22.75646,259.08354,168,50.0 - 79.9,91.08354
926,92590,92590,3822,2531,1080,62,149,0,3937,174,503,786.24,1184,150.00842,636.23158,501,50.0 - 79.9,135.23158
272,94801,94801,27533,9685,14809,443,2178,418,29686,2791,7343,10523.76,15390,3035.5175,7488.2425,5969,50.0 - 79.9,1519.2425
867,92532,92532,20284,13912,4319,599,1187,267,22049,423,2268,2737.28,4871,373.6007,2363.6793,1724,50.0 - 79.9,639.6793
445,93222,93222,1495,1433,27,3,29,3,1528,119,251,349.44,525,17.42946,332.01054,138,25.0 - 49.9,194.01054
552,96121,96121,282,272,0,10,0,0,302,0,0,0,17,13.80192,-13.80192,37,Below Zero (Data Error),0
420,93066,93066,2927,1809,1006,63,49,0,3075,124,198,320.32,639,60.45352,259.86648,167,50.0 - 79.9,92.86648
213,96029,96029,182,154,23,5,0,0,200,23,86,91.52,121,0,0,0,No Data,0
95,95937,95937,1314,631,674,9,0,0,1400,80,196,256.88,634,80.15536,176.72464,239,Over 100 (Data Error),0
117,95962,95962,1215,1142,0,73,0,0,1235,61,206,214.24,362,28.05846,186.18154,128,50.0 - 79.9,58.18154
596,93445,93445,7754,3839,3620,114,146,35,8164,726,1711,2118.48,3785,320.30142,1798.17858,749,25.0 - 49.9,1049.17858
406,91302,91302,25001,18235,1076,3347,1499,844,25847,1279,2022,2633.28,3805,171.01738,2462.26262,362,0 - 24.9,2100.26262
55,94510,94510,26307,22096,1486,841,1824,60,27709,1138,1974,2689.44,4446,208.72472,2480.71528,1115,25.0 - 49.9,1365.71528
922,92584,92584,45625,35699,7126,578,2108,114,49058,1695,3507,5653.44,10211,568.10222,5085.33778,3115,50.0 - 79.9,1970.33778
959,95257,95257,432,299,64,69,0,0,454,39,97,100.88,234,11.592,89.288,63,50.0 - 79.9,26.288
710,91917,91917,862,329,509,20,4,0,937,83,360,379.6,615,20.651,358.949,228,50.0 - 79.9,130.949
419,93065,93065,67929,49419,11527,2840,3831,312,72008,1595,3438,4964.96,10795,1223.52668,3741.43332,4142,Over 100 (Data Error),0
874,92549,92549,2520,2284,150,61,25,0,2636,184,463,528.32,773,53.89692,474.42308,318,50.0 - 79.9,156.42308
36,94505,94505,14135,12727,763,252,277,116,14785,502,886,1082.64,1846,77.1256,1005.5144,417,25.0 - 49.9,588.5144
430,93201,93201,1172,325,838,0,0,9,1314,347,538,668.72,884,140.47756,528.24244,477,80.0 - 100.0,51.24244
328,94941,94941,29669,25116,1225,2289,977,62,30758,740,1429,1837.68,3136,75.83922,1761.84078,410,0 - 24.9,1351.84078
558,96128,96128,815,742,56,15,1,1,831,39,50,65.52,181,14.37238,51.14762,61,Over 100 (Data Error),0
86,95923,95923,9,9,0,0,0,0,9,0,0,0,0,0,0,0,No Data,0
339,93033,93033,75411,14258,55331,311,4653,858,82124,5055,16454,24875.76,44047,8154.3602,16721.3998,15164,80.0 - 100.0,1557.3998
127,94549,94549,27715,23772,832,1302,1540,269,28786,906,1421,1857.44,3153,95.84492,1761.59508,180,0 - 24.9,1581.59508
73,94533,94533,67602,40130,18914,2025,6235,298,70825,4773,11523,17060.16,27139,3492.00068,13568.15932,10765,50.0 - 79.9,2803.15932
662,91750,91750,32180,24695,4373,975,1740,397,33235,1290,2681,3952,7044,608.59146,3343.40854,1316,25.0 - 49.9,2027.40854
575,96155,96155,0,0,0,0,0,0,0,0,0,0,0,3.712,-3.712,39,Below Zero (Data Error),0
817,92394,92394,32801,19787,11224,134,1425,231,31338,4220,9332,11508.64,17431,1773.75262,9734.88738,10192,Over 100 (Data Error),0
528,96092,96092,300,266,26,0,8,0,300,10,21,104,132,20.87738,83.12262,61,50.0 - 79.9,22.12262
589,93434,93434,6386,1938,4269,56,123,0,7244,468,1362,2175.68,3713,648.42978,1527.25022,1261,80.0 - 100.0,266.25022
964,95305,95305,28,28,0,0,0,0,28,0,28,29.12,28,12.696,16.424,63,Over 100 (Data Error),0
594,93442,93442,10731,9177,1054,278,91,131,10957,366,1065,1340.56,2773,254.98262,1085.57738,773,50.0 - 79.9,312.57738
411,91311,91311,36788,20916,6486,3870,4136,1380,37921,1398,3294,4054.96,8000,882.31,3172.65,2930,80.0 - 100.0,242.65
767,95717,95717,159,159,0,0,0,0,166,24,24,24.96,52,3.756,21.204,16,50.0 - 79.9,5.204
773,95728,95728,366,303,19,44,0,0,366,0,0,9.36,143,0,0,0,No Data,0
858,92503,92503,86991,43104,36830,2527,3740,790,93283,5362,14792,21234.72,36683,4314.45712,16920.26288,11137,50.0 - 79.9,5783.26288
235,92705,92705,44819,25822,14786,1254,2821,136,47075,1403,4061,6700.72,12657,1955.462,4745.258,3858,80.0 - 100.0,887.258
742,94965,94965,10825,8682,908,832,357,46,11118,678,1402,1800.24,2690,134.46042,1665.77958,686,25.0 - 49.9,979.77958
414,91321,91321,32363,18195,11531,669,1669,299,33792,2472,5459,7749.04,12758,2046.68122,5702.35878,2880,50.0 - 79.9,2822.35878
802,95070,95070,30294,16906,528,3851,8698,311,31085,783,1385,1779.44,2521,200.116,1579.324,174,0 - 24.9,1405.324
116,95961,95961,24650,17677,5347,367,1189,70,27098,2086,5055,7026.24,12722,1665.98504,5360.25496,5164,80.0 - 100.0,196.25496
87,95925,95925,143,143,0,0,0,0,143,0,0,0,45,9.12,-9.12,50,Below Zero (Data Error),0
866,92530,92530,49736,28377,19772,475,983,129,54229,5277,11029,16218.8,25289,2392.71234,13826.08766,8507,50.0 - 79.9,5319.08766
316,94923,94923,737,685,43,0,9,0,694,32,48,49.92,112,16.30738,33.61262,44,Over 100 (Data Error),0
784,95032,95032,24795,19425,757,1901,2444,268,25768,698,1342,1699.36,2841,163.5906,1535.7694,339,0 - 24.9,1196.7694
457,93242,93242,3513,1366,2054,90,3,0,3748,188,1125,1420.64,1922,274.57798,1146.06202,617,50.0 - 79.9,529.06202
330,94946,94946,734,589,104,34,5,2,734,33,42,81.12,109,2.99946,78.12054,18,0 - 24.9,60.12054
967,95310,95310,2093,2037,22,23,11,0,2163,38,152,336.96,726,73.7583,263.2017,219,80.0 - 100.0,44.2017
59,94514,94514,1289,891,385,4,9,0,1273,69,73,100.88,376,22.51038,78.36962,84,Over 100 (Data Error),0
859,92504,92504,53308,33605,16577,1264,1607,255,55089,3097,7949,10998,19659,2126.42946,8871.57054,6456,50.0 - 79.9,2415.57054
748,95003,95003,24330,21183,1772,832,357,186,25128,1203,2391,3013.92,4618,245.35532,2768.56468,978,25.0 - 49.9,1790.56468
