OBJECTID,ZCTA5CE10,Zip,PopOver5,EngOnly,Spanish,Indo_Euro,Asian,Other,PovPop,Under50,Under100,Under130,Under200,Ineligible,Adj_Denom,CalFresh,PRI_Code,Elig_Non_R
623,93526,93526,670,651,15,0,2,2,635,21,88,107.12,152,7.728,99.392,60,50.0 - 79.9,39.392
179,96017,96017,158,150,3,3,2,0,160,11,36,44.72,61,2.252,42.468,22,50.0 - 79.9,20.468
156,95979,95979,725,714,11,0,0,0,732,120,177,192.4,354,17.61,174.79,32,0 - 24.9,142.79
217,96034,96034,216,214,1,0,1,0,220,14,66,72.8,80,5.43,67.37,26,25.0 - 49.9,41.37
956,95252,95252,14506,13314,750,179,100,163,15068,1042,1541,1994.72,4742,188.6349,1806.0851,1282,50.0 - 79.9,524.0851
145,94571,94571,8586,6955,909,221,501,0,8802,347,882,1729.52,2458,99.0019,1630.5181,509,25.0 - 49.9,1121.5181
590,93436,93436,51548,33450,16189,745,1047,117,52498,3953,8977,12523.68,21133,2333.99636,10189.68364,7952,50.0 - 79.9,2237.68364
899,95222,95222,4676,4365,207,64,40,0,4950,372,839,1114.88,1483,88.82952,1026.05048,390,25.0 - 49.9,636.05048
416,93060,93060,31104,12382,18131,184,368,39,33248,2175,5987,8607.04,15210,1796.59312,6810.44688,5198,50.0 - 79.9,1612.44688
851,95140,95140,273,199,0,74,0,0,273,0,3,3.12,3,0,0,0,No Data,0
879,92561,92561,1507,1326,139,25,0,17,1577,98,247,299.52,544,13.88,285.64,88,25.0 - 49.9,197.64
89,95928,95928,34578,28964,3542,948,987,137,35533,4563,8701,11052.08,14977,986.6821,10065.3979,4120,25.0 - 49.9,5945.3979
634,91702,91702,58072,23534,29531,806,3989,212,56641,3761,8576,12665.12,23148,3343.5036,9321.6164,6249,50.0 - 79.9,3072.6164
556,96125,96125,227,227,0,0,0,0,227,0,11,11.44,11,0,0,0,No Data,0
429,93117,93117,55354,34779,12285,3150,4724,416,46977,9674,13916,16525.6,21157,834.91024,15690.68976,1808,0 - 24.9,13882.68976
460,93245,93245,33748,24071,7510,472,1652,43,35630,2763,5647,8316.88,14505,845.27854,7471.60146,4531,50.0 - 79.9,2940.60146
227,96048,96048,670,634,28,1,7,0,696,40,79,120.64,303,19.15792,101.48208,78,50.0 - 79.9,23.48208
737,94956,94956,1228,883,298,26,21,0,1282,24,199,270.4,557,43.90106,226.49894,112,25.0 - 49.9,114.49894
450,93230,93230,61162,38997,18565,1915,1300,385,65466,5163,12761,18211.44,29434,2699.12432,15512.31568,11819,50.0 - 79.9,3693.31568
557,96126,96126,39,36,2,0,1,0,39,3,4,14.56,14,2.048,12.512,14,Over 100 (Data Error),0
540,96109,96109,701,701,0,0,0,0,741,41,167,190.32,239,54.55438,135.76562,172,Over 100 (Data Error),0
523,96086,96086,294,252,35,7,0,0,304,41,114,158.08,184,17.204,140.876,45,25.0 - 49.9,95.876
735,94952,94952,33042,26622,4651,1148,491,130,34223,1187,3012,4176.64,7863,648.32192,3528.31808,1496,25.0 - 49.9,2032.31808
507,96061,96061,27,25,0,2,0,0,27,0,0,0,2,0,0,0,No Data,0
768,95720,95720,46,46,0,0,0,0,49,4,5,13.52,18,3.84546,9.67454,24,Over 100 (Data Error),0
104,95947,95947,1704,1608,86,5,0,5,1770,106,229,359.84,711,92.24468,267.59532,252,80.0 - 100.0,15.59532
162,95987,95987,5770,2335,3282,143,10,0,6020,162,746,1175.2,2302,273.7104,901.4896,404,25.0 - 49.9,497.4896
224,96044,96044,900,883,9,8,0,0,925,47,188,282.88,477,45.6363,237.2437,163,50.0 - 79.9,74.2437
785,95033,95033,9558,8685,174,519,109,71,9985,363,554,664.56,985,24.83046,639.72954,138,0 - 24.9,501.72954
212,96028,96028,1394,1304,78,9,3,0,1374,56,91,191.36,340,48.78284,142.57716,181,Over 100 (Data Error),0
968,95311,95311,1781,1616,154,6,5,0,1831,126,215,344.24,663,77.13876,267.10124,277,Over 100 (Data Error),0
772,95726,95726,8135,7778,220,120,17,0,8770,608,1262,1622.4,2306,117.6446,1504.7554,1008,50.0 - 79.9,496.7554
566,96137,96137,3536,3259,180,22,14,61,3702,124,639,848.64,1275,125.90752,722.73248,375,50.0 - 79.9,347.73248
963,95304,95304,14976,10293,2655,1367,484,177,12987,651,996,1632.8,3777,269.74716,1363.05284,789,50.0 - 79.9,574.05284
518,96075,96075,302,257,36,6,3,0,194,13,51,87.36,133,36.55484,50.80516,57,Over 100 (Data Error),0
120,95966,95966,28782,24515,1965,225,2031,46,30132,1726,6292,9525.36,14410,1492.4913,8032.8687,5975,50.0 - 79.9,2057.8687
499,93311,93311,41667,26606,8298,2629,3087,1047,44992,1348,2218,4960.8,8539,559.5926,4401.2074,2878,50.0 - 79.9,1523.2074
805,95076,95076,78379,27336,48243,1065,1361,374,84845,4043,13774,22583.6,37619,6991.35956,15592.24044,13853,80.0 - 100.0,1739.24044
906,95230,95230,831,323,502,6,0,0,869,14,166,172.64,515,28.86368,143.77632,64,25.0 - 49.9,79.77632
890,95206,95206,59435,22259,27660,1512,7881,123,64808,8041,18049,24457.68,37379,4889.80908,19567.87092,15842,80.0 - 100.0,3725.87092
159,95983,95983,459,459,0,0,0,0,500,0,33,66.56,84,12.97346,53.58654,30,50.0 - 79.9,23.58654
525,96088,96088,4349,4071,194,29,55,0,4410,340,645,958.88,1761,120.7343,838.1457,540,50.0 - 79.9,298.1457
226,96047,96047,732,675,44,7,0,6,799,98,247,282.88,358,25.52,257.36,119,25.0 - 49.9,138.36
582,93426,93426,1931,1665,214,46,6,0,1453,130,200,236.08,442,19.52984,216.55016,103,25.0 - 49.9,113.55016
50,95912,95912,4324,1828,2474,8,14,0,4693,232,638,906.88,1717,161.99604,744.88396,257,25.0 - 49.9,487.88396
466,93254,93254,600,236,337,12,4,11,685,36,177,278.72,367,51.44476,227.27524,137,50.0 - 79.9,90.27524
554,96123,96123,38,38,0,0,0,0,46,2,2,2.08,37,2.715,-0.635,12,Below Zero (Data Error),0
579,93420,93420,28451,24588,2315,710,666,172,29836,1324,2180,3563.04,5944,350.82838,3212.21162,1418,25.0 - 49.9,1794.21162
549,96118,96118,1535,1345,176,2,12,0,1600,65,145,242.32,418,24.41938,217.90062,173,50.0 - 79.9,44.90062
496,93307,93307,76637,24787,50216,768,631,235,84300,11955,27072,37927.76,55598,8013.32056,29914.43944,25365,80.0 - 100.0,4549.43944
207,96022,96022,15622,14443,886,147,77,69,16829,1066,2472,3432,5614,465.29464,2966.70536,1600,50.0 - 79.9,1366.70536
230,96051,96051,1213,1153,44,16,0,0,1209,106,350,384.8,449,56.21438,328.58562,185,50.0 - 79.9,143.58562
170,96007,96007,21727,19760,1264,481,191,31,23268,1493,4611,6028.88,10801,1356.18012,4672.69988,4238,80.0 - 100.0,434.69988
47,95901,95901,29922,22069,5256,389,2120,88,32086,3289,8117,11063.52,15505,2041.04734,9022.47266,7124,50.0 - 79.9,1898.47266
486,93283,93283,2270,2038,232,0,0,0,2318,228,378,794.56,1008,87.36414,707.19586,435,50.0 - 79.9,272.19586
151,95973,95973,32837,27944,3539,453,519,382,35090,2182,4976,6797.44,10799,613.36268,6184.07732,3029,25.0 - 49.9,3155.07732
110,95954,95954,11866,11393,200,170,94,9,12453,870,2304,3196.96,4794,388.63256,2808.32744,1730,50.0 - 79.9,1078.32744
172,96009,96009,284,236,32,16,0,0,288,11,30,52,53,12.489,39.511,47,Over 100 (Data Error),0
548,96117,96117,292,267,25,0,0,0,300,68,112,116.48,208,21.08784,95.39216,54,50.0 - 79.9,41.39216
480,93271,93271,1938,1813,91,31,3,0,2001,124,220,328.64,476,23.42746,305.21254,179,50.0 - 79.9,126.21254
464,93251,93251,232,153,67,4,8,0,236,1,18,27.04,102,0.938,26.102,45,Over 100 (Data Error),0
193,94585,94585,27405,19035,3653,626,3564,527,29322,2055,4483,6150.56,8757,655.05362,5495.50638,3116,50.0 - 79.9,2379.50638
424,93105,93105,24548,19730,3022,1197,442,157,25382,856,1757,2674.88,5276,286.62748,2388.25252,553,0 - 24.9,1835.25252
787,95037,95037,45414,32025,8483,2201,2320,385,48201,1631,3997,5229.12,10240,988.32218,4240.79782,2456,50.0 - 79.9,1784.79782
504,96057,96057,1282,1251,15,14,0,2,1296,115,250,320.32,470,53.92538,266.39462,191,50.0 - 79.9,75.39462
174,96011,96011,111,98,4,9,0,0,116,8,23,39.52,77,17.34046,22.17954,57,Over 100 (Data Error),0
618,93518,93518,870,805,47,12,0,6,949,217,342,436.8,549,37.19976,399.60024,144,25.0 - 49.9,255.60024
128,94550,94550,46966,39121,3910,1774,1781,380,49826,1196,2193,3512.08,6426,558.96432,2953.11568,1492,50.0 - 79.9,1461.11568
168,96003,96003,42250,38409,1461,1207,1112,61,43951,3272,7817,10625.68,17191,1397.02346,9228.65654,4769,50.0 - 79.9,4459.65654
607,93461,93461,1329,967,362,0,0,0,1447,46,173,252.72,643,111.1215,141.5985,205,Over 100 (Data Error),0
454,93239,93239,1545,41,1504,0,0,0,1704,310,536,792.48,1110,172.4584,620.0216,378,50.0 - 79.9,242.0216
150,95971,95971,5700,5153,309,131,107,0,5687,465,820,1268.8,1982,206.60328,1062.19672,849,50.0 - 79.9,213.19672
163,95988,95988,7968,5535,2156,30,205,42,8439,599,1197,1604.72,4080,423.90292,1180.81708,1316,Over 100 (Data Error),0
175,96013,96013,4218,3896,251,0,59,12,4454,297,1011,1479.92,2227,185.22244,1294.69756,741,50.0 - 79.9,553.69756
617,93517,93517,902,664,229,0,9,0,891,2,3,4.16,74,17.45338,-13.29338,38,Below Zero (Data Error),0
432,93203,93203,19604,2466,16812,23,31,272,21873,2759,6120,9330.88,15161,2020.89772,7309.98228,4609,50.0 - 79.9,2700.98228
173,96010,96010,191,177,2,12,0,0,194,17,30,33.28,92,13.98146,19.29854,32,Over 100 (Data Error),0
182,96021,96021,15286,9910,5198,84,67,27,16127,1998,4927,5649.28,8850,1252.09362,4397.18638,3172,50.0 - 79.9,1225.18638
475,93265,93265,3212,3041,129,42,0,0,3256,193,380,572,729,90.81614,481.18386,484,Over 100 (Data Error),0
519,96076,96076,139,130,4,4,1,0,139,16,22,58.24,79,0,0,0,No Data,0
603,93454,93454,35247,15875,16933,336,1632,471,38534,2594,7205,11314.16,17482,3209.0519,8105.1081,5869,50.0 - 79.9,2236.1081
208,96023,96023,973,768,205,0,0,0,1096,43,336,486.72,726,85.4986,401.2214,244,50.0 - 79.9,157.2214
169,96006,96006,378,378,0,0,0,0,382,18,21,40.56,80,9.80146,30.75854,36,Over 100 (Data Error),0
530,96094,96094,6187,5555,333,102,192,5,6281,453,978,1381.12,2303,261.96274,1119.15726,953,80.0 - 100.0,166.15726
600,93451,93451,3771,2491,1232,14,34,0,4184,476,914,1443.52,1924,278.45412,1165.06588,623,50.0 - 79.9,542.06588
307,93001,93001,31372,19894,10202,690,521,65,33601,1886,4877,6753.76,12008,1244.6094,5509.1506,4461,80.0 - 100.0,1048.1506
215,96032,96032,2362,2219,70,2,52,19,2453,156,549,620.88,942,97.41668,523.46332,325,50.0 - 79.9,198.46332
610,93501,93501,4600,3209,1291,100,0,0,5125,509,1842,2240.16,3212,352.09914,1888.06086,1634,80.0 - 100.0,254.06086
510,96064,96064,4601,4202,292,56,48,3,4857,273,953,1322.88,2092,167.34706,1155.53294,687,50.0 - 79.9,468.53294
177,96015,96015,556,321,214,0,21,0,555,70,95,192.4,397,21.14592,171.25408,19,0 - 24.9,152.25408
532,96097,96097,8987,8569,210,97,96,15,9699,1162,2729,3573.44,5249,527.53788,3045.90212,1950,50.0 - 79.9,1095.90212
97,95939,95939,568,493,31,5,23,16,459,75,139,214.24,251,16.80992,197.43008,86,25.0 - 49.9,111.43008
539,96108,96108,7,7,0,0,0,0,7,0,3,3.12,7,6.62946,-3.50946,11,Below Zero (Data Error),0
337,93023,93023,19380,15786,2776,681,115,22,19922,944,2547,3358.16,5199,250.3824,3107.7776,1230,25.0 - 49.9,1877.7776
576,96161,96161,17139,14096,2248,678,117,0,18220,469,1265,2140.32,3324,152.68796,1987.63204,274,0 - 24.9,1713.63204
599,93450,93450,843,174,661,0,8,0,988,151,274,495.04,656,57.69536,437.34464,138,25.0 - 49.9,299.34464
119,95965,95965,19130,15888,1021,354,1841,26,19258,1555,5358,6904.56,11005,1378.89746,5525.66254,5876,Over 100 (Data Error),0
563,96134,96134,2077,1239,835,3,0,0,2203,171,451,706.16,1243,201.84364,504.31636,473,80.0 - 100.0,31.31636
762,95023,95023,47664,28460,17520,941,659,84,50752,1600,5106,7787.52,15180,1459.61396,6327.90604,4923,50.0 - 79.9,1404.90604
214,96031,96031,141,132,7,0,0,2,175,13,60,73.84,145,0,0,0,No Data,0
597,93446,93446,41756,31392,9373,612,353,26,44362,1940,5365,7326.8,13204,1393.48758,5933.31242,4141,50.0 - 79.9,1792.31242
900,95223,95223,2823,2737,50,1,35,0,2883,96,197,247.52,674,38.12092,209.39908,323,Over 100 (Data Error),0
118,95963,95963,13928,8699,4862,111,229,27,14915,1429,3358,4234.88,7021,805.5732,3429.3068,2116,50.0 - 79.9,1313.3068
114,95959,95959,16988,15361,708,369,421,129,17137,1110,2044,2773.68,5029,161.4826,2612.1974,1168,25.0 - 49.9,1444.1974
462,93249,93249,1985,105,1880,0,0,0,2277,257,688,1194.96,1725,390.83084,804.12916,460,50.0 - 79.9,344.12916
211,96027,96027,2298,2268,25,0,5,0,2390,140,325,607.36,1074,55.46792,551.89208,180,25.0 - 49.9,371.89208
561,96132,96132,114,105,9,0,0,0,119,23,26,41.6,106,0,0,0,No Data,0
536,96105,96105,70,70,0,0,0,0,70,0,3,3.12,3,11.43046,-8.31046,35,Below Zero (Data Error),0
469,93257,93257,68994,30743,35799,447,1801,204,74514,9173,24167,33010.64,44957,6310.73672,26699.90328,22651,80.0 - 100.0,4048.90328
527,96091,96091,553,543,10,0,0,0,561,3,37,50.96,175,11.63346,39.32654,34,80.0 - 100.0,5.32654
533,96101,96101,5164,4645,364,139,16,0,5186,226,1028,1223.04,2058,260.95958,962.08042,641,50.0 - 79.9,321.08042
229,96050,96050,384,376,2,6,0,0,387,72,108,126.88,187,12.489,114.391,50,25.0 - 49.9,64.391
505,96058,96058,730,412,318,0,0,0,779,46,108,212.16,423,35.1473,177.0127,69,25.0 - 49.9,108.0127
223,96041,96041,2889,2325,510,29,10,15,3061,313,716,1231.36,1540,133.80722,1097.55278,445,25.0 - 49.9,652.55278
134,94558,94558,64623,43051,19071,1134,1125,242,67137,2130,5198,8731.84,16809,1743.96248,6987.87752,3661,50.0 - 79.9,3326.87752
790,95043,95043,686,504,171,9,1,1,733,15,149,164.32,205,12.44538,151.87462,58,25.0 - 49.9,93.87462
497,93308,93308,50268,43867,4967,346,293,795,52818,5106,12153,16112.72,23648,2546.97078,13565.74922,11899,80.0 - 100.0,1666.74922
221,96039,96039,1002,961,24,13,0,4,1010,136,310,369.2,535,80.01638,289.18362,250,80.0 - 100.0,39.18362
234,96056,96056,1599,1475,124,0,0,0,1693,23,221,268.32,483,43.56292,224.75708,147,50.0 - 79.9,77.75708
438,93210,93210,17356,9331,7490,158,250,127,14439,1988,3644,4328.48,6740,748.06706,3580.41294,2926,80.0 - 100.0,654.41294
624,93527,93527,2112,2016,5,91,0,0,2206,229,585,640.64,823,85.2816,555.3584,366,50.0 - 79.9,189.3584
560,96130,96130,19842,15899,3190,173,489,91,12429,890,2160,2840.24,4273,489.41706,2350.82294,2021,80.0 - 100.0,329.82294
602,93453,93453,3021,2911,110,0,0,0,3170,100,314,554.32,1011,57.90768,496.41232,186,25.0 - 49.9,310.41232
465,93252,93252,3329,1518,1617,42,137,15,1485,178,432,607.36,797,52.39376,554.96624,394,50.0 - 79.9,160.96624
614,93513,93513,1660,1536,70,16,14,24,1803,123,206,274.56,536,24.872,249.688,227,80.0 - 100.0,22.688
615,93514,93514,13262,11253,1714,61,125,109,13474,541,1260,1728.48,3520,296.00254,1432.47746,1365,80.0 - 100.0,67.47746
520,96080,96080,25904,23079,2278,129,269,149,27170,2594,5361,7738.64,13053,1590.67846,6147.96154,4913,50.0 - 79.9,1234.96154
1363,90079,90079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,0
1758,95486,95486,41,41,0,0,0,0,41,0,26,27.04,26,2.184,24.856,14,50.0 - 79.9,10.856
1649,94104,94104,455,140,99,53,128,35,489,69,85,119.6,230,45.4573,74.1427,47,50.0 - 79.9,27.1427
1613,93962,93962,672,648,3,0,21,0,745,0,13,13.52,13,3.96,9.56,37,Over 100 (Data Error),0
1438,90506,90506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,0
1360,90071,90071,0,0,0,0,0,0,0,0,0,0,0,4.972,-4.972,22,Below Zero (Data Error),0
1607,93943,93943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,0
1325,95431,95431,430,423,3,4,0,0,291,182,222,245.44,255,0,0,0,No Data,0
1139,91371,91371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,0
1365,90090,90090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,0
1342,95435,95435,166,166,0,0,0,0,166,36,36,37.44,36,24.14438,13.29562,96,Over 100 (Data Error),0
1397,90263,90263,1887,1159,224,76,404,24,0,0,0,0,0,0,0,0,No Data,0
1349,95444,95444,602,364,238,0,0,0,653,43,43,74.88,262,23.1483,51.7317,84,Over 100 (Data Error),0
1652,94108,94108,14363,6028,695,778,6783,79,14502,1075,3144,4482.4,6279,1190.87288,3291.52712,1149,25.0 - 49.9,2142.52712
1519,93606,93606,815,136,642,0,37,0,849,254,273,369.2,613,204.73224,164.46776,587,Over 100 (Data Error),0
1292,90014,90014,7105,4723,875,542,906,59,7191,1445,2809,3385.2,3934,744.32184,2640.87816,915,25.0 - 49.9,1725.87816
1364,90089,90089,3680,2333,314,168,840,25,13,6,13,13.52,13,0,0,0,No Data,0
1357,90067,90067,2350,1489,93,241,442,85,2355,94,176,215.28,322,12.204,203.076,14,0 - 24.9,189.076
1566,93666,93666,815,111,704,0,0,0,968,212,601,640.64,818,160.04656,480.59344,410,80.0 - 100.0,70.59344
1367,90095,90095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,0
1201,95604,95604,104,93,0,11,0,0,104,0,11,11.44,11,55.30084,-43.86084,233,Below Zero (Data Error),0
1096,91330,91330,3328,1844,862,132,442,48,0,0,0,0,0,0.452,-0.452,16,Below Zero (Data Error),0
1518,93605,93605,196,188,3,0,5,0,211,0,3,14.56,42,0.555,14.005,13,80.0 - 100.0,1.005
1650,94105,94105,6404,4364,253,539,1133,115,6793,259,440,624,702,119.67014,504.32986,175,25.0 - 49.9,329.32986
1324,95430,95430,0,0,0,0,0,0,0,0,0,0,0,7.37746,-7.37746,17,Below Zero (Data Error),0
1570,93673,93673,707,190,515,0,2,0,747,130,344,402.48,526,143.30602,259.17398,320,Over 100 (Data Error),0
1155,95537,95537,237,187,0,0,50,0,255,0,99,102.96,149,19.17846,83.78154,73,80.0 - 100.0,10.78154
1361,90073,90073,915,691,144,33,33,14,736,291,439,589.68,663,23.956,565.724,38,0 - 24.9,527.724
1655,94111,94111,3331,2022,53,376,857,23,3432,269,382,626.08,993,187.86682,438.21318,249,50.0 - 79.9,189.21318
1375,90057,90057,45157,6064,30162,383,8097,451,47470,5794,17039,23422.88,32808,7763.11024,15659.76976,11574,50.0 - 79.9,4085.76976
1370,90211,90211,7887,3588,595,2443,524,737,8129,541,878,1017.12,1559,173.8263,843.2937,240,25.0 - 49.9,603.2937
1428,90401,90401,7394,5048,770,906,482,188,7554,506,907,1290.64,1943,328.03168,962.60832,649,50.0 - 79.9,313.60832
1014,95328,95328,5487,2126,3314,7,10,30,6006,205,1158,1666.08,3028,335.7399,1330.3401,857,50.0 - 79.9,473.3401
1295,90017,90017,24069,4777,15132,663,3173,324,25611,4496,11732,14294.8,18591,3561.97276,10732.82724,4183,25.0 - 49.9,6549.82724
1647,94102,94102,28451,15190,3891,1742,7122,506,28625,2854,7147,9811.36,13713,3576.78454,6234.57546,5410,80.0 - 100.0,824.57546
1005,95319,95319,1515,682,809,24,0,0,1593,156,875,989.04,1089,282.76862,706.27138,817,Over 100 (Data Error),0
1596,93921,93921,3189,2924,130,91,44,0,3407,72,188,224.64,536,10.656,213.984,106,25.0 - 49.9,107.984
1307,90029,90029,37914,8753,19991,3455,5404,311,39870,3380,11062,15586.48,23196,3611.69068,11974.78932,4614,25.0 - 49.9,7360.78932
1262,95675,95675,499,434,65,0,0,0,574,0,0,0,222,7.176,-7.176,83,Below Zero (Data Error),0
1661,94115,94115,33162,23565,1536,2823,4825,413,33947,2183,4451,5668,8331,1557.75696,4110.24304,1777,25.0 - 49.9,2333.24304
1565,93665,93665,875,216,659,0,0,0,943,0,82,238.16,729,50.00614,188.15386,187,80.0 - 100.0,1.15386
1069,92278,92278,4034,3386,533,27,76,12,709,17,17,17.68,99,0,0,0,No Data,0
1371,90212,90212,12173,6662,769,3408,491,843,12858,779,1199,1380.08,2090,140.26092,1239.81908,262,0 - 24.9,977.81908
1366,90094,90094,7392,4969,566,895,929,33,8072,742,910,973.44,1088,45.23646,928.20354,107,0 - 24.9,821.20354
1214,91502,91502,11732,4256,3276,2823,905,472,12080,838,2373,3935.36,5913,905.88608,3029.47392,1183,25.0 - 49.9,1846.47392
1220,95625,95625,54,26,0,28,0,0,54,0,0,19.76,27,3.468,16.292,61,Over 100 (Data Error),0
1291,90013,90013,11420,8013,1341,485,1494,87,11594,3051,5229,6076.72,6973,1271.80074,4804.91926,5668,Over 100 (Data Error),0
1393,90254,90254,18515,16726,908,541,291,49,19704,579,912,1125.28,1817,56.28938,1068.99062,164,0 - 24.9,904.99062
1192,95571,95571,228,203,25,0,0,0,228,26,26,110.24,128,8.82346,101.41654,20,0 - 24.9,81.41654
1555,93650,93650,3897,2143,1545,11,198,0,4170,443,1172,1874.08,2441,351.08336,1522.99664,1515,80.0 - 100.0,7.99664
1285,90006,90006,57004,6250,39776,442,10257,279,60620,5167,17456,26057.2,42140,7935.33406,18121.86594,9459,50.0 - 79.9,8662.86594
1352,90062,90062,30899,11447,18927,103,295,127,33598,3625,8836,11813.36,20041,3012.18546,8801.17454,6025,50.0 - 79.9,2776.17454
1086,92310,92310,7778,6180,820,125,607,46,7866,150,815,1883.44,3255,9.32846,1874.11154,72,0 - 24.9,1802.11154
1329,90038,90038,26558,8332,14238,2626,1065,297,28117,3557,8524,11472.24,15420,2580.05716,8892.18284,3156,25.0 - 49.9,5736.18284
1400,90270,90270,25089,1780,23244,43,22,0,27419,2706,7325,10248.16,16466,2741.96972,7506.19028,4223,50.0 - 79.9,3283.19028
1374,90056,90056,7790,6911,554,47,116,162,8034,211,483,619.84,910,170.00414,449.83586,408,80.0 - 100.0,41.83586
1426,90304,90304,24847,2914,21197,318,185,233,26945,2856,8280,11135.28,16183,2648.336,8486.944,3987,25.0 - 49.9,4499.944
1702,92091,92091,1473,1332,17,12,95,17,1473,0,19,57.2,79,0,0,0,No Data,0
1648,94103,94103,25119,13820,4162,1508,5371,258,25330,2327,5977,7793.76,10896,2771.42174,5022.33826,3407,50.0 - 79.9,1615.33826
1424,90302,90302,28437,15166,11009,1033,354,875,30849,2453,6342,8724.56,14572,1686.78788,7037.77212,3637,50.0 - 79.9,3400.77212
1557,93652,93652,258,54,204,0,0,0,277,24,96,118.56,163,91.1042,27.4558,255,Over 100 (Data Error),0
1306,90028,90028,30253,15594,8318,4258,1589,494,30505,3918,8369,10734.88,16233,1809.08744,8925.79256,2532,25.0 - 49.9,6393.79256
1431,90404,90404,21156,11980,4653,2491,1847,185,21543,1619,3358,4544.8,6921,591.11624,3953.68376,1182,25.0 - 49.9,2771.68376
1423,90301,90301,33819,13601,19250,360,277,331,36137,2847,7557,10921.04,18705,2554.1087,8366.9313,4853,50.0 - 79.9,3513.9313
1654,94110,94110,69458,39620,20208,3091,6094,445,72772,3402,8792,11719.76,20689,3199.18926,8520.57074,4857,50.0 - 79.9,3663.57074
1752,95471,95471,543,543,0,0,0,0,599,132,295,333.84,329,19.68484,314.15516,59,0 - 24.9,255.15516
1298,90020,90020,37872,7990,11986,1804,15477,615,40127,2413,7826,11307.92,19147,2607.52748,8700.39252,3466,25.0 - 49.9,5234.39252
1408,90291,90291,25870,19583,4023,1611,511,142,27221,1576,3059,4629.04,6198,410.99904,4218.04096,1074,25.0 - 49.9,3144.04096
1328,90037,90037,55732,13257,41385,460,480,150,61058,10239,24624,32800.56,44015,9427.83272,23372.72728,16611,50.0 - 79.9,6761.72728
1359,90069,90069,20140,14729,2089,2622,560,140,20435,1073,2067,2672.8,4213,306.54846,2366.25154,387,0 - 24.9,1979.25154
1296,90018,90018,48198,18692,25929,786,1750,1041,50942,5559,13485,19260.8,28877,4738.68384,14522.11616,8055,50.0 - 79.9,6467.11616
1339,90048,90048,21375,13624,1877,3924,1143,807,22377,1260,2021,2641.6,3974,321.8223,2319.7777,413,0 - 24.9,1906.7777
1482,90701,90701,16207,5369,4196,2357,4263,22,16372,574,2226,3061.76,5567,712.52292,2349.23708,1126,25.0 - 49.9,1223.23708
1326,90035,90035,28467,17119,2725,4804,1548,2271,30312,1509,3449,4716.4,7643,837.41104,3878.98896,1068,25.0 - 49.9,2810.98896
1127,91345,91345,17683,5557,10128,350,1209,439,18523,769,1992,2752.88,5415,727.74278,2025.13722,1602,50.0 - 79.9,423.13722
1327,90036,90036,35943,21824,2770,4297,5226,1826,37701,3054,5072,6344,9753,512.28382,5831.71618,808,0 - 24.9,5023.71618
1631,94041,94041,13585,8369,2363,965,1738,150,14151,672,1199,1638,2707,322.74856,1315.25144,449,25.0 - 49.9,866.25144
1430,90403,90403,23364,17711,1245,2911,1214,283,24436,1226,2194,2809.04,3937,393.6343,2415.4057,378,0 - 24.9,2037.4057
1432,90405,90405,27432,20550,3018,2198,1228,438,28755,1394,3061,4417.92,6543,400.2452,4017.6748,819,0 - 24.9,3198.6748
1489,93530,93530,19,14,5,0,0,0,29,0,10,10.4,25,2.76,7.64,17,Over 100 (Data Error),0
1581,93721,93721,6609,3568,2582,72,314,73,4222,904,2044,2531.36,3168,685.98062,1845.37938,1496,80.0 - 100.0,349.37938
1015,95816,95816,16378,14264,1144,516,359,95,16974,943,2298,2995.2,4746,593.2539,2401.9461,926,25.0 - 49.9,1475.9461
1572,93701,93701,9179,3299,4929,30,908,13,10364,3858,6074,7619.04,9152,2062.89046,5556.14954,6119,Over 100 (Data Error),0
1657,94114,94114,31742,25220,1847,2522,1582,571,33328,1128,2030,2735.2,3859,257.43284,2477.76716,479,0 - 24.9,1998.76716
1434,90502,90502,16656,6769,4973,657,4136,121,17079,1216,2209,3280.16,4612,535.19684,2744.96316,941,25.0 - 49.9,1803.96316
1182,91411,91411,23379,8869,10559,2564,1007,380,24935,1525,5209,7168.72,12294,1649.0735,5519.6465,2729,25.0 - 49.9,2790.6465
1288,90010,90010,3465,966,265,51,2183,0,3524,322,581,709.28,1303,148.21692,561.06308,117,0 - 24.9,444.06308
1427,90305,90305,14749,11987,2165,173,207,217,15739,847,1687,2201.68,3816,441.76148,1759.91852,1454,80.0 - 100.0,305.91852
1299,90021,90021,2860,1302,1334,74,137,13,2950,559,1459,1879.28,2164,304.82318,1574.45682,513,25.0 - 49.9,1061.45682
1198,95601,95601,169,167,0,2,0,0,178,52,66,68.64,67,7.14046,61.49954,36,50.0 - 79.9,25.49954
1315,95420,95420,620,619,0,0,1,0,684,78,96,117.52,230,0,0,0,No Data,0
1391,90249,90249,25175,13314,8167,386,2915,393,26390,1550,3436,5103.28,9306,1441.06856,3662.21144,2968,80.0 - 100.0,694.21144
