geoid,name,total_population,median_income,median_home_value,educational_attainment,white_alone,black_alone,native,asian,native_hawaiian_pacific_islander,some_other_race_alone,two_or_more,hispanic_or_latino,unemployed,labor_force,receives_snap,snap_universe,receives_pai,pai_universe,uninsured,insured_universe,median_percentage_income_rent
06001421600,"Census Tract 4216, Alameda County, California",3510,118750.0,962900.0,2433.0,2577.0,58.0,0.0,605.0,26.0,0.0,60.0,184.0,80.0,1899.0,0.0,1583.0,4.0,1583.0,173.0,3510.0,24.5
06001421700,"Census Tract 4217, Alameda County, California",3611,69986.0,852800.0,2300.0,2360.0,5.0,14.0,654.0,0.0,6.0,220.0,360.0,121.0,2141.0,56.0,1605.0,0.0,1605.0,214.0,3598.0,29.8
06001421800,"Census Tract 4218, Alameda County, California",2130,110000.0,823900.0,1344.0,1568.0,56.0,15.0,321.0,0.0,0.0,94.0,82.0,46.0,1138.0,8.0,938.0,0.0,938.0,32.0,2130.0,35.8
06001421900,"Census Tract 4219, Alameda County, California",3878,100372.0,640900.0,2237.0,2630.0,214.0,19.0,539.0,12.0,20.0,292.0,171.0,173.0,2304.0,38.0,1711.0,41.0,1711.0,138.0,3873.0,27.3
06001422000,"Census Tract 4220, Alameda County, California",2069,60500.0,620800.0,916.0,1260.0,337.0,0.0,130.0,0.0,0.0,58.0,284.0,131.0,1180.0,108.0,884.0,51.0,884.0,97.0,2063.0,28.8
06001422100,"Census Tract 4221, Alameda County, California",2605,72500.0,605100.0,1261.0,1273.0,412.0,74.0,312.0,0.0,0.0,138.0,461.0,119.0,1764.0,37.0,1142.0,42.0,1142.0,142.0,2587.0,28.5
06001422200,"Census Tract 4222, Alameda County, California",3560,66769.0,626700.0,1856.0,2056.0,270.0,8.0,487.0,34.0,25.0,295.0,385.0,77.0,2367.0,119.0,1613.0,54.0,1613.0,184.0,3560.0,27.8
06001422300,"Census Tract 4223, Alameda County, California",3853,58606.0,708100.0,1903.0,2277.0,199.0,0.0,664.0,0.0,91.0,243.0,379.0,142.0,2190.0,52.0,1753.0,33.0,1753.0,165.0,3853.0,36.2
06001422400,"Census Tract 4224, Alameda County, California",4185,57083.0,717100.0,2025.0,2235.0,56.0,0.0,1334.0,0.0,0.0,215.0,345.0,96.0,2960.0,47.0,2123.0,0.0,2123.0,116.0,4185.0,35.3
06001422500,"Census Tract 4225, Alameda County, California",4135,54375.0,829000.0,1645.0,2233.0,92.0,11.0,1083.0,4.0,0.0,274.0,442.0,126.0,2177.0,49.0,1454.0,18.0,1454.0,180.0,4135.0,36.9
06001422600,"Census Tract 4226, Alameda County, California",1440,250001.0,2000001.0,231.0,592.0,37.0,0.0,580.0,0.0,0.0,57.0,174.0,71.0,502.0,0.0,21.0,0.0,21.0,75.0,1440.0,-666666666.0
06001422700,"Census Tract 4227, Alameda County, California",4895,31050.0,1081500.0,568.0,2494.0,96.0,12.0,1191.0,0.0,0.0,246.0,856.0,345.0,2294.0,9.0,1019.0,0.0,1019.0,328.0,4895.0,50.0
06001422800,"Census Tract 4228, Alameda County, California",8648,13188.0,635400.0,784.0,2693.0,301.0,66.0,3932.0,7.0,7.0,494.0,1154.0,559.0,3133.0,39.0,1389.0,18.0,1389.0,448.0,8648.0,50.0
06001422900,"Census Tract 4229, Alameda County, California",5024,24056.0,1074200.0,1681.0,2005.0,601.0,0.0,1972.0,0.0,0.0,193.0,253.0,162.0,2677.0,73.0,1958.0,11.0,1958.0,276.0,4996.0,50.0
06001423000,"Census Tract 4230, Alameda County, California",4341,67304.0,640800.0,2529.0,2700.0,157.0,38.0,736.0,0.0,0.0,204.0,528.0,109.0,2835.0,15.0,1953.0,17.0,1953.0,351.0,4341.0,29.8
06001423100,"Census Tract 4231, Alameda County, California",4307,60037.0,637900.0,1946.0,2061.0,568.0,5.0,875.0,0.0,10.0,342.0,446.0,89.0,2418.0,57.0,2011.0,26.0,2011.0,297.0,4266.0,35.0
06001423200,"Census Tract 4232, Alameda County, California",2932,49375.0,687900.0,1080.0,1102.0,487.0,25.0,196.0,166.0,6.0,161.0,809.0,177.0,1816.0,149.0,1130.0,67.0,1130.0,417.0,2919.0,32.4
06001423300,"Census Tract 4233, Alameda County, California",4129,77039.0,617900.0,1464.0,1575.0,1436.0,59.0,349.0,16.0,0.0,145.0,558.0,178.0,2201.0,55.0,1665.0,10.0,1665.0,272.0,4129.0,35.0
06001423400,"Census Tract 4234, Alameda County, California",5242,76458.0,576300.0,2244.0,2405.0,701.0,4.0,739.0,0.0,0.0,542.0,851.0,430.0,3310.0,292.0,2084.0,166.0,2084.0,409.0,5242.0,32.0
06001423500,"Census Tract 4235, Alameda County, California",3262,39780.0,654500.0,1583.0,1711.0,455.0,27.0,394.0,0.0,0.0,165.0,510.0,193.0,1932.0,128.0,1473.0,37.0,1473.0,282.0,3138.0,31.6
06001423601,"Census Tract 4236.01, Alameda County, California",2752,83824.0,714300.0,1525.0,1962.0,101.0,12.0,266.0,0.0,24.0,97.0,290.0,135.0,1743.0,8.0,1170.0,0.0,1170.0,115.0,2716.0,25.7
06001423602,"Census Tract 4236.02, Alameda County, California",5455,27890.0,603300.0,1530.0,2273.0,333.0,71.0,1854.0,36.0,12.0,282.0,618.0,257.0,3073.0,65.0,2262.0,15.0,2262.0,273.0,5380.0,50.0
06001423700,"Census Tract 4237, Alameda County, California",4110,83347.0,1101400.0,1691.0,2631.0,66.0,45.0,875.0,0.0,20.0,181.0,313.0,71.0,1898.0,55.0,1359.0,21.0,1359.0,147.0,4110.0,29.4
06001423800,"Census Tract 4238, Alameda County, California",3067,137171.0,1278100.0,2101.0,2330.0,10.0,0.0,362.0,8.0,0.0,68.0,289.0,116.0,1556.0,8.0,1289.0,0.0,1289.0,46.0,3067.0,40.4
06001423901,"Census Tract 4239.01, Alameda County, California",1938,70417.0,677400.0,952.0,1131.0,328.0,0.0,158.0,0.0,17.0,26.0,278.0,81.0,1318.0,45.0,859.0,32.0,859.0,143.0,1938.0,33.1
06001423902,"Census Tract 4239.02, Alameda County, California",1564,82000.0,830400.0,1097.0,1138.0,39.0,6.0,160.0,0.0,19.0,64.0,144.0,87.0,990.0,0.0,726.0,9.0,726.0,30.0,1534.0,29.6
06001424001,"Census Tract 4240.01, Alameda County, California",4267,58411.0,653300.0,1461.0,1718.0,1215.0,14.0,381.0,36.0,50.0,206.0,657.0,213.0,2771.0,201.0,1543.0,43.0,1543.0,489.0,4256.0,33.5
06001424002,"Census Tract 4240.02, Alameda County, California",2451,58643.0,477200.0,791.0,845.0,768.0,26.0,150.0,0.0,4.0,92.0,579.0,62.0,1292.0,127.0,958.0,44.0,958.0,300.0,2446.0,33.4
06001425101,"Census Tract 4251.01, Alameda County, California",1610,64019.0,256500.0,1069.0,935.0,137.0,6.0,401.0,8.0,0.0,80.0,43.0,74.0,906.0,73.0,1161.0,40.0,1161.0,73.0,1610.0,23.9
06001425102,"Census Tract 4251.02, Alameda County, California",3080,92296.0,428200.0,1890.0,1286.0,239.0,4.0,1101.0,40.0,0.0,177.0,233.0,70.0,2245.0,31.0,1798.0,19.0,1798.0,241.0,3080.0,29.1
06001425103,"Census Tract 4251.03, Alameda County, California",3060,90556.0,484900.0,1723.0,1266.0,350.0,114.0,745.0,0.0,7.0,313.0,379.0,99.0,2135.0,33.0,1380.0,0.0,1380.0,244.0,3043.0,23.8
06001425104,"Census Tract 4251.04, Alameda County, California",3361,56750.0,408400.0,1445.0,1204.0,877.0,30.0,504.0,0.0,0.0,186.0,590.0,221.0,2156.0,135.0,1924.0,84.0,1924.0,246.0,3353.0,31.4
06001426100,"Census Tract 4261, Alameda County, California",6293,212386.0,1786900.0,3726.0,4565.0,68.0,13.0,1156.0,0.0,0.0,247.0,244.0,129.0,2852.0,0.0,2216.0,0.0,2216.0,60.0,6293.0,27.5
06001426200,"Census Tract 4262, Alameda County, California",4908,168713.0,1348000.0,2730.0,3162.0,74.0,6.0,862.0,6.0,0.0,410.0,388.0,74.0,2623.0,23.0,1709.0,5.0,1709.0,114.0,4908.0,23.8
06001427100,"Census Tract 4271, Alameda County, California",3559,116581.0,844000.0,1335.0,2381.0,200.0,11.0,533.0,39.0,19.0,118.0,258.0,50.0,1797.0,19.0,1401.0,20.0,1401.0,165.0,3415.0,22.1
06001427200,"Census Tract 4272, Alameda County, California",4212,67404.0,608700.0,1201.0,1757.0,200.0,48.0,805.0,170.0,18.0,247.0,995.0,244.0,2501.0,93.0,1663.0,104.0,1663.0,396.0,4137.0,31.7
06001427300,"Census Tract 4273, Alameda County, California",5418,78654.0,632400.0,1852.0,1894.0,446.0,46.0,2023.0,23.0,0.0,282.0,746.0,278.0,3016.0,164.0,1936.0,63.0,1936.0,758.0,5393.0,32.9
06001427600,"Census Tract 4276, Alameda County, California",5757,50099.0,426800.0,1284.0,1289.0,1374.0,0.0,2001.0,75.0,0.0,407.0,611.0,261.0,2725.0,288.0,1838.0,122.0,1838.0,754.0,5724.0,38.6
06001427700,"Census Tract 4277, Alameda County, California",5113,80000.0,597500.0,1935.0,2651.0,398.0,0.0,1008.0,13.0,0.0,418.0,625.0,176.0,3388.0,88.0,2284.0,15.0,2284.0,336.0,5113.0,26.3
06001427800,"Census Tract 4278, Alameda County, California",4808,98348.0,763000.0,1995.0,2532.0,190.0,18.0,1085.0,9.0,10.0,462.0,502.0,77.0,2642.0,110.0,2009.0,27.0,2009.0,244.0,4780.0,24.2
06001427900,"Census Tract 4279, Alameda County, California",5178,81117.0,774500.0,2032.0,2405.0,399.0,21.0,1309.0,0.0,0.0,317.0,727.0,194.0,3168.0,31.0,2211.0,38.0,2211.0,257.0,5178.0,24.2
06001428000,"Census Tract 4280, Alameda County, California",3022,68356.0,541200.0,1207.0,952.0,235.0,0.0,1076.0,0.0,0.0,227.0,532.0,228.0,1864.0,55.0,1390.0,34.0,1390.0,538.0,3008.0,23.9
06001428100,"Census Tract 4281, Alameda County, California",4837,84725.0,755800.0,1754.0,2853.0,86.0,5.0,1014.0,19.0,82.0,167.0,611.0,196.0,2834.0,75.0,1943.0,16.0,1943.0,328.0,4837.0,33.8
06001428200,"Census Tract 4282, Alameda County, California",6339,84205.0,665300.0,2610.0,3488.0,380.0,0.0,1558.0,42.0,0.0,228.0,643.0,213.0,3491.0,146.0,2708.0,0.0,2708.0,202.0,6285.0,33.5
06001428301,"Census Tract 4283.01, Alameda County, California",6977,111205.0,608900.0,2661.0,2069.0,153.0,11.0,3317.0,0.0,189.0,524.0,714.0,137.0,3623.0,75.0,2509.0,11.0,2509.0,424.0,6962.0,23.8
06001428302,"Census Tract 4283.02, Alameda County, California",7204,130059.0,848700.0,3405.0,3089.0,277.0,0.0,2780.0,66.0,68.0,417.0,507.0,83.0,3590.0,46.0,2662.0,61.0,2662.0,147.0,7143.0,24.5
06001428400,"Census Tract 4284, Alameda County, California",4407,73125.0,588800.0,1584.0,1947.0,264.0,33.0,1382.0,19.0,4.0,143.0,637.0,120.0,2503.0,59.0,1852.0,17.0,1852.0,444.0,4099.0,24.0
06001428500,"Census Tract 4285, Alameda County, California",3148,67045.0,729000.0,1249.0,1371.0,119.0,0.0,1014.0,8.0,23.0,267.0,346.0,105.0,1544.0,83.0,1428.0,69.0,1428.0,171.0,3060.0,27.2
06001428600,"Census Tract 4286, Alameda County, California",3227,79892.0,590400.0,1374.0,1284.0,338.0,42.0,1122.0,0.0,0.0,253.0,196.0,117.0,1784.0,27.0,1551.0,17.0,1551.0,163.0,3063.0,28.8
06001428700,"Census Tract 4287, Alameda County, California",4203,52688.0,860500.0,1131.0,1307.0,683.0,14.0,1525.0,67.0,0.0,148.0,473.0,208.0,2400.0,195.0,1293.0,144.0,1293.0,201.0,3697.0,31.0
06001430101,"Census Tract 4301.01, Alameda County, California",7030,124014.0,693900.0,2737.0,2413.0,170.0,9.0,3423.0,33.0,0.0,432.0,550.0,309.0,3868.0,49.0,2248.0,16.0,2248.0,270.0,7030.0,33.3
06001430102,"Census Tract 4301.02, Alameda County, California",2224,117583.0,723300.0,866.0,1325.0,71.0,8.0,410.0,0.0,34.0,110.0,271.0,20.0,1086.0,6.0,867.0,6.0,867.0,93.0,2224.0,26.4
06001430200,"Census Tract 4302, Alameda County, California",6701,114737.0,633300.0,2292.0,4222.0,129.0,89.0,1192.0,1.0,119.0,220.0,743.0,77.0,3348.0,14.0,2506.0,34.0,2506.0,228.0,6630.0,24.4
06001430300,"Census Tract 4303, Alameda County, California",3827,110465.0,670100.0,989.0,2120.0,430.0,22.0,674.0,0.0,0.0,134.0,462.0,58.0,1908.0,76.0,1292.0,5.0,1292.0,163.0,3827.0,28.1
06001430400,"Census Tract 4304, Alameda County, California",2101,118250.0,643900.0,734.0,1183.0,6.0,0.0,442.0,10.0,0.0,93.0,367.0,17.0,1217.0,0.0,729.0,6.0,729.0,47.0,2101.0,13.2
06001430500,"Census Tract 4305, Alameda County, California",6005,58618.0,456100.0,1173.0,1595.0,956.0,35.0,1265.0,175.0,9.0,283.0,1701.0,335.0,3100.0,147.0,2031.0,73.0,2031.0,280.0,5536.0,37.1
06001430600,"Census Tract 4306, Alameda County, California",6031,95976.0,586000.0,1818.0,2594.0,493.0,9.0,1660.0,103.0,0.0,239.0,933.0,190.0,3265.0,111.0,2188.0,30.0,2188.0,280.0,6021.0,34.6
06001430700,"Census Tract 4307, Alameda County, California",4066,98373.0,559800.0,1129.0,2438.0,113.0,0.0,638.0,0.0,0.0,214.0,663.0,152.0,2248.0,23.0,1329.0,13.0,1329.0,320.0,4061.0,26.2
06001430800,"Census Tract 4308, Alameda County, California",6126,68190.0,552700.0,1261.0,2709.0,91.0,79.0,1495.0,76.0,0.0,161.0,1594.0,276.0,3268.0,159.0,2204.0,93.0,2204.0,562.0,6098.0,28.4
06001430900,"Census Tract 4309, Alameda County, California",4940,57676.0,415900.0,908.0,2150.0,534.0,51.0,814.0,24.0,39.0,196.0,1175.0,266.0,2457.0,253.0,1801.0,115.0,1801.0,196.0,4757.0,35.8
06001431000,"Census Tract 4310, Alameda County, California",2842,63720.0,423400.0,344.0,1012.0,56.0,0.0,660.0,47.0,0.0,198.0,869.0,120.0,1436.0,31.0,1102.0,18.0,1102.0,224.0,2842.0,28.5
06001431100,"Census Tract 4311, Alameda County, California",3397,56250.0,449000.0,590.0,1250.0,391.0,0.0,353.0,44.0,14.0,223.0,1122.0,205.0,1945.0,219.0,1374.0,111.0,1374.0,344.0,3397.0,34.3
06001431200,"Census Tract 4312, Alameda County, California",5763,64075.0,402200.0,1794.0,2513.0,813.0,59.0,1050.0,15.0,0.0,146.0,1212.0,249.0,3314.0,30.0,2489.0,17.0,2489.0,496.0,5659.0,36.4
06001432100,"Census Tract 4321, Alameda County, California",3683,95676.0,542700.0,1382.0,1463.0,594.0,15.0,616.0,0.0,25.0,280.0,699.0,108.0,2303.0,110.0,1484.0,20.0,1484.0,320.0,3683.0,37.3
06001432200,"Census Tract 4322, Alameda County, California",4235,62307.0,568800.0,957.0,1475.0,742.0,47.0,472.0,27.0,48.0,262.0,1202.0,109.0,2148.0,133.0,1707.0,32.0,1707.0,293.0,4211.0,29.0
06001432300,"Census Tract 4323, Alameda County, California",4697,75907.0,408200.0,1117.0,931.0,497.0,44.0,1124.0,9.0,0.0,188.0,1936.0,172.0,2779.0,74.0,1709.0,27.0,1709.0,307.0,4678.0,35.7
06001432400,"Census Tract 4324, Alameda County, California",6214,59934.0,386500.0,717.0,1390.0,533.0,8.0,1975.0,78.0,46.0,95.0,2097.0,362.0,3166.0,283.0,1852.0,79.0,1852.0,977.0,6207.0,29.7
06001432501,"Census Tract 4325.01, Alameda County, California",4760,61339.0,386600.0,649.0,884.0,243.0,75.0,2095.0,48.0,35.0,119.0,1263.0,183.0,2580.0,117.0,1469.0,87.0,1469.0,758.0,4745.0,33.0
06001432502,"Census Tract 4325.02, Alameda County, California",4897,61743.0,352800.0,759.0,668.0,722.0,4.0,1795.0,127.0,32.0,109.0,1440.0,148.0,2515.0,158.0,1522.0,0.0,1522.0,421.0,4897.0,32.2
06001432600,"Census Tract 4326, Alameda County, California",7356,56700.0,303500.0,1464.0,1688.0,1310.0,136.0,1405.0,339.0,0.0,142.0,2432.0,471.0,4290.0,225.0,3036.0,111.0,3036.0,652.0,7227.0,31.4
06001432700,"Census Tract 4327, Alameda County, California",2870,97750.0,525400.0,831.0,1281.0,185.0,0.0,393.0,11.0,0.0,170.0,830.0,65.0,1559.0,51.0,1064.0,20.0,1064.0,245.0,2870.0,25.3
06001432800,"Census Tract 4328, Alameda County, California",3534,92917.0,665300.0,1175.0,1381.0,465.0,10.0,915.0,0.0,25.0,120.0,618.0,103.0,1858.0,79.0,1352.0,43.0,1352.0,164.0,3534.0,29.1
06001433000,"Census Tract 4330, Alameda County, California",3717,66280.0,417500.0,985.0,1343.0,186.0,29.0,1088.0,6.0,18.0,126.0,942.0,204.0,1991.0,17.0,1342.0,31.0,1342.0,291.0,3717.0,28.5
06001433102,"Census Tract 4331.02, Alameda County, California",4088,71535.0,444600.0,930.0,619.0,93.0,45.0,1678.0,42.0,0.0,128.0,1495.0,103.0,2206.0,22.0,1329.0,29.0,1329.0,371.0,4088.0,27.1
06001433103,"Census Tract 4331.03, Alameda County, California",3737,46429.0,342500.0,429.0,413.0,1133.0,44.0,755.0,44.0,30.0,90.0,1272.0,88.0,2267.0,109.0,1590.0,50.0,1590.0,423.0,3737.0,31.4
06001433104,"Census Tract 4331.04, Alameda County, California",4079,44913.0,234200.0,1044.0,1204.0,484.0,26.0,820.0,19.0,6.0,239.0,1288.0,156.0,2298.0,126.0,1858.0,49.0,1858.0,491.0,4078.0,32.5
06001433200,"Census Tract 4332, Alameda County, California",7529,51058.0,383300.0,1033.0,1269.0,1617.0,35.0,2488.0,11.0,0.0,453.0,1656.0,267.0,4192.0,395.0,2774.0,117.0,2774.0,911.0,7445.0,36.2
06001433300,"Census Tract 4333, Alameda County, California",7502,67034.0,423800.0,1219.0,1778.0,517.0,38.0,3154.0,35.0,0.0,188.0,1808.0,192.0,3735.0,135.0,2271.0,16.0,2271.0,931.0,7502.0,34.7
06001433400,"Census Tract 4334, Alameda County, California",6512,78710.0,447800.0,1888.0,1293.0,484.0,41.0,3627.0,15.0,0.0,130.0,945.0,244.0,3632.0,110.0,2292.0,66.0,2292.0,375.0,6512.0,30.9
06001433500,"Census Tract 4335, Alameda County, California",4884,79327.0,432400.0,712.0,1097.0,153.0,329.0,1835.0,10.0,0.0,53.0,1684.0,217.0,2620.0,59.0,1405.0,14.0,1405.0,501.0,4884.0,25.9
06001433600,"Census Tract 4336, Alameda County, California",5661,60813.0,413000.0,975.0,1274.0,444.0,58.0,2642.0,0.0,0.0,199.0,1044.0,129.0,2832.0,288.0,2158.0,32.0,2158.0,378.0,5661.0,28.4
06001433700,"Census Tract 4337, Alameda County, California",3281,68571.0,346200.0,313.0,536.0,303.0,17.0,385.0,0.0,0.0,195.0,1845.0,96.0,1801.0,90.0,1040.0,33.0,1040.0,260.0,3262.0,24.9
06001433800,"Census Tract 4338, Alameda County, California",8561,51867.0,341300.0,1379.0,1377.0,1059.0,4.0,3076.0,47.0,0.0,86.0,2912.0,270.0,3968.0,318.0,2571.0,33.0,2571.0,1726.0,8467.0,35.0
06001433900,"Census Tract 4339, Alameda County, California",7580,41022.0,266300.0,690.0,508.0,2163.0,260.0,766.0,102.0,47.0,375.0,3619.0,607.0,3562.0,476.0,2398.0,27.0,2398.0,1081.0,7580.0,39.3
06001434000,"Census Tract 4340, Alameda County, California",5201,41458.0,340200.0,449.0,733.0,1019.0,94.0,588.0,0.0,0.0,123.0,2684.0,425.0,2532.0,279.0,1821.0,127.0,1821.0,659.0,5201.0,37.3
06001435102,"Census Tract 4351.02, Alameda County, California",5800,116319.0,587100.0,1914.0,2189.0,921.0,14.0,1212.0,17.0,35.0,296.0,1127.0,255.0,3270.0,32.0,1571.0,25.0,1571.0,189.0,5766.0,25.9
06001435103,"Census Tract 4351.03, Alameda County, California",6699,156875.0,768300.0,3024.0,2067.0,681.0,0.0,2992.0,0.0,0.0,351.0,608.0,168.0,3718.0,16.0,2206.0,38.0,2206.0,80.0,6671.0,19.5
06001435104,"Census Tract 4351.04, Alameda County, California",5791,52817.0,352400.0,1107.0,832.0,785.0,45.0,1630.0,279.0,0.0,287.0,1969.0,320.0,3283.0,328.0,2038.0,115.0,2038.0,889.0,5786.0,33.5
06001435200,"Census Tract 4352, Alameda County, California",4555,97957.0,471400.0,936.0,1233.0,1158.0,0.0,863.0,0.0,0.0,229.0,1072.0,277.0,2554.0,59.0,1443.0,14.0,1443.0,330.0,4488.0,24.5
06001435300,"Census Tract 4353, Alameda County, California",4467,68365.0,421300.0,932.0,1265.0,1017.0,0.0,634.0,229.0,50.0,29.0,1243.0,164.0,2586.0,118.0,1563.0,30.0,1563.0,315.0,4234.0,36.4
06001435400,"Census Tract 4354, Alameda County, California",4420,51597.0,409900.0,990.0,944.0,890.0,9.0,624.0,35.0,0.0,218.0,1709.0,215.0,2380.0,311.0,1761.0,133.0,1761.0,545.0,4380.0,33.4
06001435500,"Census Tract 4355, Alameda County, California",3674,51026.0,408600.0,653.0,1012.0,375.0,44.0,399.0,105.0,21.0,110.0,1628.0,128.0,1851.0,144.0,1412.0,100.0,1412.0,456.0,3640.0,45.3
06001435601,"Census Tract 4356.01, Alameda County, California",5801,53608.0,289400.0,427.0,580.0,352.0,10.0,381.0,171.0,0.0,173.0,4134.0,286.0,2879.0,331.0,1627.0,104.0,1627.0,980.0,5717.0,34.5
06001435602,"Census Tract 4356.02, Alameda County, California",5539,56928.0,346500.0,650.0,1469.0,437.0,53.0,615.0,78.0,0.0,48.0,2886.0,214.0,2577.0,250.0,1636.0,60.0,1636.0,600.0,5445.0,32.9
06001435700,"Census Tract 4357, Alameda County, California",4663,77762.0,421500.0,475.0,1071.0,323.0,7.0,667.0,16.0,14.0,140.0,2425.0,250.0,2393.0,66.0,1385.0,16.0,1385.0,230.0,4663.0,26.4
06001435800,"Census Tract 4358, Alameda County, California",5321,76635.0,389800.0,887.0,1414.0,147.0,0.0,1407.0,88.0,12.0,99.0,2154.0,200.0,3107.0,73.0,1645.0,22.0,1645.0,407.0,5321.0,28.6
06001435900,"Census Tract 4359, Alameda County, California",5511,91578.0,446500.0,1020.0,1807.0,386.0,105.0,1411.0,40.0,15.0,278.0,1574.0,243.0,2659.0,131.0,1611.0,56.0,1611.0,299.0,5511.0,23.4
06001436000,"Census Tract 4360, Alameda County, California",4369,84861.0,428200.0,710.0,1732.0,141.0,57.0,676.0,59.0,0.0,227.0,1534.0,180.0,2315.0,30.0,1407.0,0.0,1407.0,455.0,4369.0,30.0
06001436100,"Census Tract 4361, Alameda County, California",6057,77117.0,394100.0,1029.0,1358.0,402.0,156.0,1716.0,0.0,95.0,207.0,2226.0,288.0,3142.0,92.0,1819.0,67.0,1819.0,492.0,6057.0,24.6
06001436200,"Census Tract 4362, Alameda County, California",4369,45987.0,308900.0,292.0,596.0,687.0,66.0,419.0,66.0,0.0,52.0,2549.0,211.0,1899.0,363.0,1275.0,110.0,1275.0,825.0,4220.0,32.6
06001436300,"Census Tract 4363, Alameda County, California",7980,58564.0,432600.0,1462.0,1206.0,858.0,86.0,2029.0,82.0,0.0,138.0,3645.0,398.0,4469.0,311.0,2604.0,120.0,2604.0,1086.0,7912.0,37.8
06001436401,"Census Tract 4364.01, Alameda County, California",7881,71844.0,492900.0,1745.0,2457.0,972.0,44.0,1115.0,18.0,42.0,677.0,2588.0,273.0,4273.0,476.0,3013.0,305.0,3013.0,868.0,7874.0,28.7
06001436402,"Census Tract 4364.02, Alameda County, California",2875,122127.0,597500.0,868.0,1360.0,544.0,2.0,120.0,0.0,0.0,134.0,715.0,78.0,1467.0,1.0,1021.0,7.0,1021.0,145.0,2875.0,25.2
06001436500,"Census Tract 4365, Alameda County, California",4955,54315.0,371400.0,930.0,887.0,629.0,78.0,867.0,227.0,0.0,225.0,2120.0,259.0,2780.0,204.0,1715.0,44.0,1715.0,803.0,4955.0,33.4
06001436601,"Census Tract 4366.01, Alameda County, California",6466,63991.0,376500.0,727.0,807.0,787.0,27.0,1049.0,180.0,8.0,146.0,3487.0,215.0,3319.0,364.0,1854.0,105.0,1854.0,776.0,6466.0,33.0
06001436602,"Census Tract 4366.02, Alameda County, California",5234,41099.0,375200.0,573.0,384.0,1041.0,7.0,1084.0,100.0,20.0,293.0,2305.0,229.0,2733.0,311.0,1667.0,200.0,1667.0,867.0,5234.0,37.1
06001436700,"Census Tract 4367, Alameda County, California",3184,79152.0,379300.0,658.0,374.0,198.0,0.0,1004.0,27.0,0.0,88.0,1493.0,90.0,1879.0,110.0,1021.0,49.0,1021.0,382.0,3184.0,27.7
06001436800,"Census Tract 4368, Alameda County, California",4234,63305.0,385700.0,925.0,679.0,663.0,15.0,878.0,17.0,0.0,170.0,1812.0,175.0,2397.0,295.0,1338.0,88.0,1338.0,560.0,4225.0,33.6
06001436900,"Census Tract 4369, Alameda County, California",6502,58567.0,379200.0,564.0,895.0,272.0,164.0,847.0,210.0,32.0,92.0,4154.0,230.0,3343.0,334.0,1784.0,95.0,1784.0,721.0,6490.0,33.1
06001437000,"Census Tract 4370, Alameda County, California",3447,70988.0,399400.0,683.0,732.0,329.0,54.0,760.0,177.0,0.0,211.0,1192.0,150.0,1846.0,80.0,1242.0,55.0,1242.0,326.0,3429.0,36.2
06001437101,"Census Tract 4371.01, Alameda County, California",6866,105723.0,503200.0,1919.0,977.0,300.0,13.0,3701.0,98.0,9.0,339.0,1429.0,223.0,3948.0,119.0,1907.0,35.0,1907.0,476.0,6866.0,36.3
06001437102,"Census Tract 4371.02, Alameda County, California",4458,68542.0,347300.0,781.0,564.0,390.0,19.0,1688.0,25.0,0.0,291.0,1492.0,320.0,2417.0,177.0,1391.0,130.0,1391.0,416.0,4458.0,31.5
06001437200,"Census Tract 4372, Alameda County, California",7632,83799.0,443200.0,1593.0,1382.0,898.0,57.0,3019.0,28.0,34.0,357.0,1857.0,337.0,3741.0,229.0,2301.0,155.0,2301.0,611.0,7525.0,31.0
06001437300,"Census Tract 4373, Alameda County, California",3293,70903.0,419000.0,523.0,408.0,457.0,85.0,820.0,167.0,0.0,233.0,1139.0,133.0,1707.0,130.0,915.0,66.0,915.0,176.0,3279.0,39.1
06001437400,"Census Tract 4374, Alameda County, California",3301,75521.0,372200.0,447.0,625.0,65.0,54.0,686.0,99.0,4.0,44.0,1755.0,146.0,1657.0,58.0,907.0,11.0,907.0,273.0,3301.0,29.1
06001437500,"Census Tract 4375, Alameda County, California",4690,54943.0,391900.0,329.0,542.0,214.0,0.0,826.0,28.0,0.0,43.0,3037.0,167.0,2083.0,279.0,1177.0,84.0,1177.0,696.0,4604.0,37.8
